% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, elapsed wallclock time [s], further/more values", seed=860343, Tue Jun 30 10:25:33 2026, <python>{}</python>
1 30 0.29553928391288564 1.000049911959846 -2.7785389054963985 -2.7785389054963985e+00 -1.7141833520422987 -1.2271285541127424 0.21051916425674988 -1.840891998436299 nan 536.6   
2 60 0.2916418351407815 1.000049911959846 -2.7785389054963985 -2.5126604594954554e+00 -1.7522614654743398 -1.0742153183231098 0.20858375728906542 -1.899259966485822 nan 1101.8   
3 90 0.28807278744188514 1.000049911959846 -2.9326795847887794 -2.9326795847887794e+00 -1.744523752828127 -1.0566688880478 0.4894007886874827 -2.0729833097358545 nan 1655.5   
4 120 0.28481336842470345 1.000049911959846 -2.9326795847887794 -2.5561665008307131e+00 -1.7538168571398889 -1.0997533790136962 0.3832638228784022 -2.0195249179732055 nan 2273.0   
5 150 0.2817380433188029 1.0051581811493373 -2.9326795847887794 -2.8806397799005112e+00 -1.7630438534021364 -0.5742240784068902 0.5527423358280212 -2.2420596691692856 nan 2848.5   
6 180 0.2789520789369571 1.0051581811493373 -3.1179010627629857 -3.1179010627629857e+00 -2.211869210686224 -1.0865494198466963 0.8048886933224284 -2.5113936404598256 nan 3428.3   
7 210 0.27636369535318295 1.0051581811493373 -3.1179010627629857 -2.9784149686358870e+00 -2.315861981145106 -1.5220643717106415 0.6477839686085194 -2.477100322714075 nan 3987.5   
8 240 0.2739253068298326 1.0051581811493373 -3.1179010627629857 -3.1111725326552988e+00 -2.500074761487851 -1.3660283018077395 1.139347338467216 -2.872150856420398 nan 4550.5   
9 270 0.27165566989408485 1.0056817428203115 -3.2107495811730624 -3.2107495811730624e+00 -2.52337587387984 -1.6181988952246804 0.9177125177991923 -2.8325524237814044 nan 5098.0   
10 300 0.2695967945852059 1.0056817428203115 -3.2622973949785035 -3.2622973949785035e+00 -2.3737934700200958 -1.6915351756177825 0.9865348364055779 -2.805801993283133 nan 5644.7   
11 330 0.26759448962822197 1.0056817428203115 -3.2665854164821404 -3.2665854164821404e+00 -2.8861663572682694 -1.645891661594001 0.4664459567833692 -3.0193740780713654 nan 6197.2   
12 360 0.2657770676777616 1.0056817428203115 -3.2665854164821404 -3.2073816810597977e+00 -2.8419270409097273 -1.7005189164808625 0.5180291977652072 -2.977392681013793 nan 6720.8   
13 390 0.2640987666786794 1.0066895125879936 -3.287697430672745 -3.2876974306727451e+00 -2.5722937558032566 -1.7058735956518585 0.6201160487948636 -3.049412125530342 nan 7264.9   
14 420 0.26250984336404953 1.0066895125879936 -3.287697430672745 -3.2819308584257962e+00 -2.9020130402899036 -2.3123664534644535 0.5726685416999628 -3.0501085289493206 nan 7798.0   
15 450 0.26099938564173514 1.0066895125879936 -3.287697430672745 -3.2019411972301706e+00 -2.9527731088983518 -1.8152483685010385 0.31624392191569095 -3.0797770367463433 nan 8321.4   
16 480 0.25960798528376733 1.0066895125879936 -3.287697430672745 -3.2658916745459043e+00 -2.9250984318380553 -1.7146064399043075 0.48536966436232154 -3.153001106361548 nan 8849.9   
17 510 0.25833822800491263 1.0079151492680578 -3.287697430672745 -3.2812967502201600e+00 -2.951307858808587 -2.001987642828686 0.4939221129504343 -3.136816756263375 nan 9376.4   
18 540 0.2571666616763465 1.0079151492680578 -3.29934594074885 -3.2993459407488501e+00 -2.834829318383087 -1.4616728417705735 0.5479234669677333 -2.9638599213870864 nan 9893.4   
19 570 0.2560034296084607 1.0079151492680578 -3.29934594074885 -3.2608126096079744e+00 -3.010407434053719 -2.0124765404894305 0.3096494002776842 -3.168468958110859 nan 10411.0   
20 600 0.25486855389180063 1.0079151492680578 -3.29934594074885 -3.2740819182954732e+00 -2.9001119010510545 -2.450201663551231 0.21382000692685477 -3.0666233079619705 nan 10931.5   
21 630 0.25379997413514693 1.0096262657599866 -3.29934594074885 -3.2694653748956819e+00 -3.0434212231667095 -2.2936256835053945 0.3989011147121584 -3.1301777940193807 nan 11455.5   
22 660 0.2528163048794303 1.0096262657599866 -3.29934594074885 -3.2767288788420457e+00 -3.0523722737617787 -2.2293913150659437 0.21333899712562587 -3.1665855208039284 nan 11977.9   
